label,time_ms,ch0_rate_hz,ch0_var_isi_ms,ch1_rate_hz,ch1_var_isi_ms,ch2_rate_hz,ch2_var_isi_ms,ch3_rate_hz,ch3_var_isi_ms,ch4_rate_hz,ch4_var_isi_ms,ch5_rate_hz,ch5_var_isi_ms
0,15253.250,30.000000,104.968112,10.000000,3164.292969,0.000000,NaN,4.000000,0.000000,32.000000,25.290556,24.000000,123.350207
0,15353.250,36.000000,52.569637,10.000000,3087.230469,0.000000,NaN,4.000000,0.000000,30.000000,20.343431,26.000000,92.963108
0,15453.250,38.000000,44.503858,8.000000,3593.041667,0.000000,NaN,2.000000,NaN,30.000000,13.073023,28.000000,26.123521
0,15553.250,34.000000,71.389648,4.000000,0.000000,0.000000,NaN,2.000000,NaN,28.000000,7.120562,28.000000,22.748521
0,15653.250,32.000000,154.691667,4.000000,0.000000,0.000000,NaN,2.000000,NaN,28.000000,5.994822,28.000000,42.447485
0,15753.250,24.000000,198.111570,2.000000,NaN,0.000000,NaN,2.000000,NaN,28.000000,8.177515,26.000000,43.524306
0,15853.250,20.000000,399.862654,0.000000,NaN,0.000000,NaN,0.000000,NaN,26.000000,7.472222,24.000000,14.503099
0,15953.250,28.000000,650.943787,8.000000,58.013889,4.000000,0.000000,4.000000,0.000000,26.000000,6.437500,30.000000,157.492666
0,16053.250,40.000000,544.138504,18.000000,42.499023,10.000000,9.046875,12.000000,29.735000,26.000000,12.107639,40.000000,179.969529
0,16153.250,54.000000,353.887297,28.000000,32.258136,18.000000,9.780273,18.000000,21.913086,28.000000,26.173077,44.000000,115.601190
0,16253.250,68.000000,54.477732,38.000000,23.932099,26.000000,9.723524,26.000000,24.983941,30.000000,32.912309,52.000000,37.774600
0,16353.250,76.000000,1.934624,48.000000,19.753308,32.000000,10.563889,32.000000,22.125000,32.000000,29.145556,58.000000,4.960061
0,16453.250,82.000000,0.509961,46.000000,11.230888,32.000000,42.478889,32.000000,14.541667,34.000000,21.394531,54.000000,8.115754
0,16553.250,84.000000,0.403629,42.000000,20.068125,30.000000,97.426020,30.000000,21.807717,38.000000,4.341821,48.000000,10.997164
0,16653.250,80.000000,0.682528,38.000000,29.799576,26.000000,192.129774,30.000000,23.784439,38.000000,4.183835,46.000000,13.071281
0,16753.250,78.000000,1.877597,34.000000,30.871094,20.000000,124.194444,28.000000,6.849852,36.000000,7.468858,42.000000,6.394375
0,16853.250,74.000000,5.248071,28.000000,38.701923,16.000000,45.989796,28.000000,5.580621,36.000000,14.906142,40.000000,1.868767
0,16953.250,68.000000,7.318297,26.000000,54.990885,14.000000,445.784722,30.000000,3.861288,34.000000,49.398193,42.000000,2.822500
0,17053.250,62.000000,5.273889,24.000000,47.043388,14.000000,373.222222,30.000000,4.237564,28.000000,39.851331,42.000000,1.705469
0,17153.250,62.000000,3.743125,22.000000,22.075625,12.000000,349.165000,30.000000,3.917092,28.000000,28.501479,42.000000,4.021250
0,17253.250,62.000000,5.593681,20.000000,11.367284,14.000000,389.869792,32.000000,13.157222,30.000000,52.567921,40.000000,10.937327
0,17353.250,68.000000,5.079545,24.000000,71.505165,20.000000,368.583333,36.000000,37.202422,32.000000,61.657222,40.000000,12.226801
0,17453.250,70.000000,2.977725,28.000000,106.159763,26.000000,337.133681,42.000000,39.085000,36.000000,33.972318,40.000000,10.960526
0,17553.250,72.000000,0.950306,32.000000,94.963889,32.000000,155.230556,48.000000,26.377599,40.000000,9.469183,40.000000,10.762465
0,17653.250,68.000000,7.666437,38.000000,47.087191,40.000000,63.416898,52.000000,9.167400,40.000000,9.972645,46.000000,23.618931
0,17753.250,60.000000,26.063020,42.000000,11.610000,44.000000,7.225624,54.000000,1.657544,40.000000,16.546399,52.000000,14.479600
0,17853.250,50.000000,51.800347,42.000000,5.715469,46.000000,3.945377,54.000000,2.227071,38.000000,22.774691,56.000000,11.814815
0,17953.250,40.000000,131.705332,42.000000,5.422500,48.000000,3.464319,54.000000,1.352533,34.000000,16.812256,62.000000,7.143681
0,18053.250,30.000000,143.505421,42.000000,5.810000,46.000000,4.228951,52.000000,0.730000,32.000000,6.232222,64.000000,3.369927
0,18153.250,28.000000,111.758136,42.000000,2.614219,44.000000,2.779195,52.000000,0.767400,32.000000,4.432222,60.000000,4.403686
0,18253.250,26.000000,93.404514,42.000000,3.440469,46.000000,2.637397,52.000000,0.792400,30.000000,4.709184,60.000000,4.321046
0,18353.250,22.000000,107.950625,44.000000,4.037698,46.000000,3.045067,52.000000,0.878400,32.000000,6.062222,62.000000,4.524722
0,18453.250,22.000000,222.325625,46.000000,4.571798,44.000000,3.408447,50.000000,1.492079,32.000000,7.498889,60.000000,3.163347
0,18553.250,22.000000,224.415625,50.000000,2.403537,46.000000,1.935563,50.000000,1.232639,32.000000,3.922222,62.000000,1.350347
0,18653.250,18.000000,131.569336,50.000000,0.725586,48.000000,0.496219,50.000000,0.856662,32.000000,3.881667,66.000000,0.413818
0,18753.250,12.000000,88.325000,52.000000,0.325000,48.000000,0.234877,48.000000,0.778828,32.000000,3.255556,68.000000,0.203627
0,18853.250,10.000000,27.886719,52.000000,0.319400,48.000000,0.167060,50.000000,0.638889,30.000000,1.825255,66.000000,0.212341
0,18953.250,6.000000,2.640625,50.000000,0.931315,50.000000,0.989149,48.000000,0.820416,30.000000,2.622449,66.000000,0.228943
0,19053.250,6.000000,24609.765625,50.000000,1.865885,48.000000,1.021739,48.000000,0.840974,30.000000,3.334503,66.000000,0.350525
0,19153.250,10.000000,68.281250,46.000000,2.070894,48.000000,1.001181,48.000000,1.093573,30.000000,4.218431,66.000000,0.366943
0,19253.250,16.000000,82.780612,46.000000,1.391529,48.000000,0.887051,50.000000,1.580621,30.000000,4.397003,62.000000,1.779514
0,19353.250,20.000000,74.070988,44.000000,0.888889,46.000000,3.019241,48.000000,1.634452,28.000000,6.713018,60.000000,4.795184
0,19453.250,24.000000,97.266529,44.000000,2.179422,42.000000,10.646719,48.000000,3.122873,26.000000,44.015191,54.000000,12.756379
0,19553.250,24.000000,231.617769,40.000000,3.724030,40.000000,15.285319,46.000000,6.431818,24.000000,97.675620,50.000000,14.747287
0,19653.250,18.000000,306.420898,40.000000,2.776662,38.000000,11.677469,44.000000,7.816327,22.000000,84.802500,46.000000,6.634427
0,19753.250,12.000000,235.840000,38.000000,1.522569,34.000000,4.646240,42.000000,5.343125,20.000000,27.111111,48.000000,5.341446
0,19853.250,8.000000,200.375000,40.000000,2.888504,34.000000,2.093506,38.000000,1.670525,20.000000,6.333333,48.000000,6.827741
0,19953.250,4.000000,0.000000,40.000000,2.869806,34.000000,2.116211,38.000000,2.343557,20.000000,8.180556,52.000000,3.975000
0,20053.250,0.000000,NaN,44.000000,2.398810,34.000000,1.695312,36.000000,2.579152,20.000000,6.520062,56.000000,1.946674
0,20153.250,0.000000,NaN,44.000000,2.303005,34.000000,1.116943,36.000000,2.518599,18.000000,10.562500,58.000000,0.969707
0,20253.250,0.000000,NaN,46.000000,0.584840,34.000000,0.888428,34.000000,2.364990,18.000000,66.608398,56.000000,1.348765
0,20353.250,0.000000,NaN,46.000000,0.603306,32.000000,1.095556,34.000000,0.679443,16.000000,73.285714,54.000000,5.229290
0,20453.250,4.000000,0.000000,46.000000,0.910124,34.000000,4.044678,34.000000,2.285156,16.000000,76.926020,50.000000,14.307183
0,20553.250,8.000000,1.555556,44.000000,2.384637,34.000000,3.988037,34.000000,2.585693,16.000000,93.446429,44.000000,29.827381
0,20653.250,18.000000,171.756836,46.000000,2.697443,34.000000,5.053711,32.000000,6.131667,20.000000,213.524691,34.000000,54.249023
0,20753.250,28.000000,125.417160,44.000000,2.945862,34.000000,4.147461,34.000000,8.507812,22.000000,117.475000,30.000000,134.775510
0,20853.250,36.000000,97.121540,42.000000,4.644375,34.000000,4.402100,34.000000,8.761475,26.000000,63.411024,26.000000,108.845052
0,20953.250,40.000000,37.258657,40.000000,7.907202,32.000000,3.291667,34.000000,7.976318,26.000000,47.274306,22.000000,62.328125
0,21053.250,46.000000,10.859633,38.000000,17.769483,32.000000,10.948889,36.000000,8.646194,26.000000,38.440972,22.000000,46.738125
0,21153.250,44.000000,6.163549,34.000000,23.234375,30.000000,15.013074,38.000000,7.209877,24.000000,34.504132,24.000000,13.338843
0,21253.250,42.000000,7.343750,30.000000,25.508929,28.000000,13.460059,38.000000,6.661265,20.000000,114.381173,24.000000,4.584711
0,21353.250,42.000000,7.353750,28.000000,14.575444,26.000000,6.723524,42.000000,5.858750,18.000000,120.249023,24.000000,1.914256
0,21453.250,40.000000,8.993767,26.000000,54.868056,24.000000,5.197314,40.000000,5.955332,16.000000,105.158163,24.000000,34.788223
0,21553.250,38.000000,5.124228,22.000000,115.265000,18.000000,5.765625,38.000000,54.679205,14.000000,184.430556,20.000000,212.445988
0,21653.250,38.000000,2.805556,18.000000,278.819336,14.000000,4.722222,34.000000,101.558350,12.000000,284.535000,18.000000,262.386719
0,21753.250,38.000000,3.345872,16.000000,622.908163,8.000000,7.388889,30.000000,122.899235,12.000000,261.660000,16.000000,267.311224
0,21853.250,38.000000,10.176890,14.000000,365.083333,6.000000,29670.062500,24.000000,53.694215,12.000000,298.410000,16.000000,209.711735
0,21953.250,42.000000,11.367969,16.000000,409.012755,6.000000,0.140625,24.000000,19.970041,14.000000,355.868056,16.000000,198.079082
0,22053.250,44.000000,9.416667,16.000000,438.676020,8.000000,1.625000,22.000000,20.275625,16.000000,175.137755,18.000000,151.949219
0,22153.250,46.000000,3.214489,18.000000,60.561523,12.000000,58.215000,24.000000,9.091942,18.000000,69.233398,20.000000,48.580247
0,22253.250,48.000000,1.175095,22.000000,55.772500,16.000000,75.566327,24.000000,20.605372,22.000000,10.938125,22.000000,9.355625
0,22353.250,50.000000,2.074544,24.000000,41.525826,16.000000,57.821429,24.000000,22.946281,20.000000,14.736111,22.000000,7.765625
0,22453.250,46.000000,18.395790,24.000000,15.682851,16.000000,17.637755,22.000000,23.860000,18.000000,87.187500,22.000000,6.355625
0,22553.250,42.000000,39.633750,24.000000,24.970041,18.000000,15.225586,24.000000,39.014463,18.000000,246.105469,20.000000,38.626543
0,22653.250,38.000000,47.730131,24.000000,55.125000,16.000000,82.596939,24.000000,36.378099,16.000000,220.334184,18.000000,259.078125
0,22753.250,34.000000,30.175537,22.000000,48.725625,12.000000,109.665000,24.000000,7.289256,16.000000,245.834184,12.000000,317.465000
0,22853.250,34.000000,31.634521,20.000000,23.861111,12.000000,6331.985000,26.000000,5.015191,18.000000,288.053711,10.000000,3686.855469
0,22953.250,38.000000,42.335069,22.000000,67.855625,10.000000,6950.968750,28.000000,13.840976,22.000000,149.765000,10.000000,2736.386719
0,23053.250,44.000000,25.092971,24.000000,108.327479,12.000000,6680.715000,30.000000,28.735969,26.000000,65.586806,10.000000,3041.324219
0,23153.250,50.000000,12.270725,26.000000,88.463108,14.000000,90.779514,32.000000,30.255556,32.000000,50.257222,12.000000,60.060000
0,23253.250,56.000000,5.865741,30.000000,36.751594,20.000000,97.024691,38.000000,23.048611,34.000000,17.261719,16.000000,113.854592
0,23353.250,58.000000,1.560188,32.000000,11.323889,24.000000,44.232438,42.000000,11.626719,38.000000,7.790895,18.000000,114.030273
0,23453.250,58.000000,2.129464,34.000000,8.003906,28.000000,20.498521,46.000000,5.563533,38.000000,6.446181,18.000000,63.499023
0,23553.250,54.000000,5.205251,32.000000,11.078889,28.000000,2.032544,48.000000,1.344754,36.000000,8.946799,22.000000,62.503125
0,23653.250,50.000000,7.953125,32.000000,12.457222,30.000000,5.586735,48.000000,0.575851,34.000000,12.456787,22.000000,22.765000
0,23753.250,42.000000,22.309375,26.000000,25.494358,26.000000,27.296441,46.000000,4.612216,30.000000,22.754145,24.000000,28.909091
0,23853.250,34.000000,221.204834,22.000000,122.190625,24.000000,86.872934,44.000000,7.471088,26.000000,53.358941,26.000000,8.990885
0,23953.250,24.000000,268.925620,18.000000,368.496094,20.000000,136.708333,42.000000,9.909375,22.000000,126.238125,28.000000,9.806213
0,24053.250,16.000000,328.084184,16.000000,769.229592,16.000000,423.596939,38.000000,7.479167,16.000000,116.882653,26.000000,34.467014
0,24153.250,8.000000,266.722222,10.000000,390.636719,12.000000,1631.865000,36.000000,23.647059,10.000000,89.468750,24.000000,163.600207
0,24253.250,4.000000,0.000000,10.000000,324.824219,10.000000,1702.605469,32.000000,51.588889,6.000000,72.250000,28.000000,258.817308
0,24353.250,6.000000,17.015625,10.000000,466.812500,6.000000,900.000000,28.000000,96.321006,2.000000,NaN,32.000000,282.223889
0,24453.250,8.000000,240.680556,8.000000,566.166667,4.000000,0.000000,20.000000,93.918210,0.000000,NaN,36.000000,239.764273
0,24553.250,8.000000,240.680556,4.000000,0.000000,2.000000,NaN,14.000000,60.369792,0.000000,NaN,36.000000,287.442907
0,24653.250,8.000000,240.680556,4.000000,0.000000,0.000000,NaN,8.000000,35.722222,0.000000,NaN,40.000000,261.541551
0,24753.250,8.000000,240.680556,2.000000,NaN,0.000000,NaN,4.000000,0.000000,0.000000,NaN,36.000000,285.773789
0,24853.250,2.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,34.000000,287.308350
0,24953.250,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,28.000000,55.572485
0,25053.250,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,28.000000,156.139053
0,25153.250,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,0.000000,NaN,26.000000,162.463108
0,25253.250,0.000000,NaN,2.000000,NaN,0.000000,NaN,2.000000,NaN,0.000000,NaN,22.000000,676.137500
0,25353.250,0.000000,NaN,6.000000,20.250000,0.000000,NaN,4.000000,0.000000,0.000000,NaN,16.000000,840.739796
0,25453.250,0.000000,NaN,10.000000,34.386719,0.000000,NaN,6.000000,150.062500,0.000000,NaN,16.000000,673.132653
0,25553.250,0.000000,NaN,14.000000,41.305556,0.000000,NaN,8.000000,506.166667,0.000000,NaN,14.000000,538.737847
0,25653.250,0.000000,NaN,16.000000,70.446429,0.000000,NaN,8.000000,506.166667,0.000000,NaN,14.000000,89.743056
0,25753.250,2.000000,NaN,14.000000,41.305556,0.000000,NaN,6.000000,232.562500,2.000000,NaN,14.000000,26.409722
0,25853.250,10.000000,50.074219,12.000000,2845.385000,0.000000,NaN,6.000000,10583.265625,6.000000,28.890625,18.000000,127.871094
0,25953.250,20.000000,46.737654,10.000000,2854.199219,0.000000,NaN,8.000000,12649.875000,10.000000,32.105469,18.000000,174.452148
0,26053.250,28.000000,39.861686,6.000000,2364.390625,0.000000,NaN,8.000000,14.930556,16.000000,23.614796,22.000000,135.643125
0,26153.250,38.000000,32.180556,6.000000,3407.640625,0.000000,NaN,10.000000,35.636719,20.000000,22.875000,20.000000,31.219136
0,26253.250,36.000000,13.893599,6.000000,3407.640625,0.000000,NaN,12.000000,509.215000,20.000000,18.875000,22.000000,506.113125
0,26353.250,28.000000,5.275148,4.000000,0.000000,0.000000,NaN,14.000000,633.993056,16.000000,23.566327,26.000000,655.911024
0,26453.250,18.000000,6.875000,4.000000,0.000000,0.000000,NaN,10.000000,880.105469,12.000000,31.825000,54.000000,584.086908
0,26553.250,12.000000,22921.975000,8.000000,17071.347222,2.000000,NaN,12.000000,4700.335000,10.000000,23012.531250,74.000000,499.921103
0,26653.250,14.000000,16.223958,16.000000,863.102041,8.000000,59.847222,20.000000,3592.888889,16.000000,16261.494898,114.000000,134.850686
0,26753.250,20.000000,130.194444,22.000000,611.260000,12.000000,75.975000,26.000000,2825.180556,22.000000,19.647500,164.000000,77.200122
0,26853.250,22.000000,133.780625,28.000000,471.469675,18.000000,53.261719,28.000000,65.426775,30.000000,26.541135,216.000000,50.702561
0,26953.250,28.000000,323.602071,34.000000,84.995850,24.000000,51.391529,30.000000,142.808992,34.000000,38.014648,220.000000,2.603674
0,27053.250,26.000000,326.390191,30.000000,88.584503,22.000000,34.122500,26.000000,131.845052,32.000000,30.255556,194.000000,2.710910
0,27153.250,14.000000,428.145833,20.000000,124.200617,16.000000,32.204082,16.000000,134.140306,20.000000,25.805556,152.000000,3.298889
0,27253.250,18.000000,7432.163086,26.000000,4740.345052,20.000000,5519.209877,14.000000,8805.701389,20.000000,6695.486111,156.000000,744.660672
0,27353.250,24.000000,5692.754132,26.000000,4752.843750,18.000000,6117.788086,14.000000,9319.675347,22.000000,6313.122500,154.000000,754.045393
0,27453.250,28.000000,118.373521,26.000000,108.727431,18.000000,193.827148,20.000000,22.277778,28.000000,38.713018,174.000000,0.472046
0,27553.250,38.000000,85.625000,34.000000,83.741943,22.000000,157.438125,28.000000,15.604290,38.000000,27.969136,230.000000,0.377174
0,27653.250,48.000000,67.097590,42.000000,67.996719,28.000000,121.974852,34.000000,12.712646,48.000000,21.987004,288.000000,0.311146
0,27753.250,48.000000,3.764178,38.000000,0.466821,26.000000,1.315972,36.000000,5.197664,50.000000,6.216037,286.000000,0.013006
0,27853.250,50.000000,0.353190,40.000000,0.174861,28.000000,0.851331,38.000000,0.805556,50.000000,0.179579,286.000000,0.000000
0,27953.250,50.000000,0.345052,40.000000,0.288435,28.000000,1.463018,38.000000,0.507909,50.000000,0.233398,284.000000,0.000000
0,28053.250,52.000000,0.478600,40.000000,0.400277,30.000000,4.427296,38.000000,2.347222,50.000000,0.303385,286.000000,0.000000
0,28153.250,52.000000,0.770000,42.000000,0.406875,30.000000,6.283163,40.000000,4.236842,52.000000,0.381400,286.000000,0.000000
0,28253.250,54.000000,1.074797,42.000000,0.319375,32.000000,4.635000,42.000000,4.216250,52.000000,0.352600,286.000000,0.000000
0,28353.250,54.000000,0.872874,42.000000,0.191250,32.000000,1.976667,42.000000,2.590625,54.000000,0.214867,286.000000,0.000000
0,28453.250,54.000000,0.415773,42.000000,0.236719,32.000000,0.562222,44.000000,0.279195,54.000000,0.143121,286.000000,0.000000
0,28553.250,54.000000,0.365385,42.000000,0.268125,34.000000,0.328125,44.000000,0.493481,54.000000,0.107341,286.000000,0.000000
0,28653.250,54.000000,0.328402,42.000000,0.214219,34.000000,0.389648,44.000000,0.485828,52.000000,0.118600,284.000000,0.000000
0,28753.250,52.000000,0.290400,42.000000,0.175625,32.000000,0.432222,42.000000,0.327969,54.000000,0.121394,286.000000,0.000000
0,28853.250,52.000000,0.270400,42.000000,0.157969,32.000000,0.523333,42.000000,0.226719,54.000000,0.102163,286.000000,0.000000
0,28953.250,54.000000,0.347726,42.000000,0.155469,34.000000,0.542725,44.000000,0.240079,52.000000,0.088600,286.000000,0.000000
0,29053.250,52.000000,0.331400,42.000000,0.126719,32.000000,0.515000,42.000000,0.207969,54.000000,0.105492,286.000000,0.000000
0,29153.250,54.000000,0.336261,40.000000,0.174861,34.000000,0.544678,42.000000,0.192969,54.000000,0.123521,286.000000,0.000000
0,29253.250,54.000000,0.274038,42.000000,0.211719,34.000000,0.583740,44.000000,0.227041,52.000000,0.104600,286.000000,0.000000
0,29353.250,56.000000,0.358025,42.000000,0.484219,36.000000,0.951990,44.000000,0.662415,52.000000,0.105000,284.000000,0.000000
0,29453.250,54.000000,0.568879,44.000000,0.414116,36.000000,1.550606,44.000000,1.568311,54.000000,0.236409,286.000000,0.000000
0,29553.250,56.000000,1.073731,44.000000,0.311224,38.000000,1.915895,48.000000,3.749055,52.000000,0.368600,286.000000,0.000000
